h2vmba3uEV22,h2vmba2uEV22,h2v0ba3uEV22,h2v0ba2uEV22,h2v0ba1uEV22,h1vmba2uEV22,h1v0ba3uEV22,h1v0ba2uEV22,h1v0ba1uEV22,A2vmba2uEV12,A2v0ba3uEV12,A2v0ba2uEV12,A2v0ba1uEV12,A1vmba2uEV12,A1v0ba3uEV12,A1v0ba2uEV12,A1v0ba1uEV12
1.65708109,1.108832766,1.229890651,1.053721593,0.919072252,0.914542456,1.14350513,0.811631994,0.671573811,0.905886914,1.051663838,0.858318463,0.695932466,0.79269343,0.85411351,0.687662492,0.656380483
1.557684005,1.146965303,1.242109923,1.094958816,0.939329348,0.93867139,1.155784717,0.830543451,0.733206539,0.994233863,1.040238794,0.885140904,0.714337982,0.781257007,0.860634192,0.73170859,0.682425288
1.651909393,1.214297675,1.271732477,1.145242327,0.937979654,1.033047209,1.173150155,0.882154483,0.793769276,1.123525605,1.018601926,0.954083119,0.752768292,0.762798581,0.881887667,0.757756293,0.704620517
1.77731304,1.282102519,1.286857591,1.190975557,1.020778672,1.058090488,1.18939009,0.91208878,0.847651232,1.279638012,1.10504508,1.055657056,0.90851068,0.849082155,0.916067306,0.799880005,0.77733278
1.752917003,1.346505932,1.338829973,1.215389352,0.94181114,1.099637991,1.199967986,0.923789108,0.904308637,1.236634475,1.157588574,1.010461943,0.814185579,0.862338078,0.899647274,0.797190125,0.823780488
1.679191813,1.329024885,1.312675163,1.20537292,0.978371004,1.067723615,1.187125859,0.911465337,0.892492838,1.317377103,1.085066416,1.048152194,0.759255679,0.873362615,0.877443186,0.796615101,0.858775909
1.683327343,1.261401617,1.247629415,1.136522092,0.983960022,1.057157489,1.165047727,0.88210801,0.834212121,1.347141905,1.025167469,1.042652701,0.846940931,0.880730464,0.858950783,0.755104896,0.910179818
1.639496969,1.223779789,1.235558301,1.107606477,0.949037259,1.02115997,1.161001137,0.868677627,0.818839332,1.199174833,1.006063064,0.992144918,0.882672474,0.954729573,0.858642619,0.739303972,0.851983212
1.610664678,1.184469587,1.235995556,1.087596446,0.956129159,1.035607803,1.154886637,0.871074731,0.7843505,1.131809799,0.918693161,0.901242451,0.836458804,0.831582483,0.811922804,0.725604529,0.787354615
1.563379752,1.144509597,1.218817947,1.087538102,0.924588694,0.996012121,1.1418797,0.859976097,0.789569055,1.073121087,0.861714769,0.86782326,0.826311317,0.826539313,0.786434674,0.711345628,0.795897096
1.563994878,1.150006704,1.216346852,1.090455088,0.880819255,0.987878507,1.133437008,0.879645085,0.772670821,0.975535216,0.842892056,0.830602759,0.749025704,0.778115918,0.767695177,0.713430046,0.738562207
1.614817712,1.169530346,1.22916584,1.098235713,0.869407992,0.98718419,1.150228457,0.88667,0.798380162,0.947981178,0.857023227,0.827883518,0.738039263,0.77454579,0.792561819,0.708794186,0.716277618
1.579000857,1.193055256,1.259596644,1.122772791,0.87441817,0.991547364,1.178853314,0.897818732,0.800109114,0.98246999,0.844562785,0.836570786,0.749126592,0.780695095,0.793758511,0.705897177,0.684494654
1.680095474,1.225318946,1.311188297,1.162392393,0.914048353,1.004646332,1.202822943,0.919343915,0.827853432,0.99454226,0.860565471,0.879380368,0.749469747,0.810983196,0.821302105,0.727215669,0.69611011
1.7217376,1.281656336,1.347958612,1.232137012,0.914224976,1.04671189,1.234138566,0.95766303,0.898594316,1.024483309,0.861712278,0.921220368,0.757456738,0.849256835,0.830854429,0.744850265,0.698928005
1.800515712,1.396668074,1.425067553,1.349174157,0.912588356,1.115197779,1.291216196,1.011762504,0.912886306,1.049462876,0.949045888,0.961383406,0.793743949,0.895986547,0.878654421,0.783580663,0.741768238
1.952525631,1.607632067,1.536983321,1.47349661,1.005637541,1.270394519,1.349450729,1.068328393,0.976990231,1.321096512,1.021216663,1.053289576,0.826997553,0.92299054,0.934387225,0.838745787,0.792115118
2.068795207,1.627165352,1.643894632,1.491892115,1.010819841,1.295648956,1.447925317,1.082133251,1.041173112,1.461773949,1.150623972,1.098660258,0.843957529,0.987199471,1.009628333,0.84562496,0.809458665
2.00478797,1.520125884,1.752263925,1.454919932,1.046804798,1.215416108,1.527917998,1.099076174,0.95907695,1.328206748,1.394345153,1.071343681,0.912041353,0.972330416,1.085044081,0.87150995,0.766353673
2.015068812,1.493931988,1.805847679,1.455935813,1.028017631,1.197971874,1.582608773,1.111725329,0.982033792,1.233512154,1.44338841,1.084864064,0.870034663,0.936475849,1.149455806,0.89786025,0.763551049
2.029689583,1.445324214,1.735670091,1.401685172,1.120854981,1.208010487,1.548699374,1.076760714,1.022363445,1.173292618,1.386823246,1.100437743,0.814289348,0.936652488,1.143621468,0.864866231,0.741534837
1.829281536,1.390611232,1.639205231,1.35606756,1.119449865,1.184695299,1.469172413,1.039539528,0.949037287,1.220858852,1.266748032,1.089763131,0.809255568,0.875422973,1.071151606,0.850867613,0.780581365
1.879280498,1.350764852,1.585824653,1.303896496,0.992760886,1.123797163,1.410831225,1.018311323,0.940054275,1.143977465,1.254482827,1.032549364,0.78247061,0.851294501,1.016420277,0.821869949,0.726715933
1.900207331,1.330055527,1.524319707,1.267059919,0.993740588,1.072167997,1.358307846,0.982369373,0.838824519,1.116837309,1.260343195,1.07003697,0.822762016,0.806394211,0.991190803,0.8376054,0.739960564
1.861810746,1.337581291,1.501075387,1.291858815,1.109134804,1.111267317,1.360698058,0.993910702,0.877204314,1.147530078,1.21540541,1.080538825,0.841179444,0.870223931,0.980509362,0.867052161,0.81869991
1.887195896,1.397806089,1.536140511,1.344042987,1.087412076,1.157601001,1.400694886,1.045296161,0.901779487,1.196739142,1.296866585,1.153904416,0.941974772,0.94722099,1.031349305,0.892276226,0.719919553
1.987171851,1.487487342,1.608473448,1.42422473,1.185791837,1.243476232,1.462521396,1.096200362,1.030511336,1.356222178,1.323475322,1.247969895,0.917709455,0.977748903,1.075585825,0.957111467,0.729742489
2.087119878,1.575652488,1.654572609,1.47320748,1.243983383,1.288979501,1.487502938,1.12041423,1.060839162,1.500159908,1.397731942,1.321045981,1.047512472,0.977614497,1.106368878,0.990938473,0.854916667
2.155896538,1.652671726,1.712931475,1.517787279,1.319120485,1.379201044,1.50755987,1.141884432,1.042612813,1.58906153,1.440773997,1.361037146,1.018378987,1.063003326,1.098714308,1.026266943,0.97379073
2.147385605,1.650027786,1.679144666,1.505959156,1.362174345,1.392196128,1.502931246,1.138990122,1.121389474,1.402047413,1.329318043,1.355198079,1.151219614,1.069809195,1.078249977,1.028486257,0.832658731
2.132078619,1.588181577,1.638720194,1.447843938,1.364555318,1.354585935,1.49780272,1.131425227,1.041436915,1.398477183,1.274069459,1.254884428,1.082589033,1.053498299,1.072891351,0.993622357,0.813989105
2.026342147,1.549875194,1.613867599,1.415592994,1.198406565,1.338175739,1.478217892,1.114851588,1.026921997,1.388379574,1.270729517,1.22547086,1.055398375,1.022654946,1.082535539,0.963880795,0.796571447
2.042793171,1.488903633,1.5982543,1.395071525,1.197095563,1.292185012,1.46616749,1.115042916,1.090618389,1.321045574,1.210150103,1.163847277,1.12158541,1.039782368,1.018524385,0.93088946,0.811882318
1.965601801,1.466165206,1.572643564,1.368709099,1.17195438,1.275542428,1.444776327,1.111444239,1.020304993,1.217462421,1.135720525,1.109456598,1.044708518,0.99126967,0.990444535,0.912137343,0.803426635
1.979933607,1.466676459,1.568918714,1.380188553,1.138920378,1.253554765,1.439734716,1.108724561,1.062953526,1.116475711,1.135829385,1.098370201,1.042956892,0.951479864,0.983817056,0.905894815,0.771508562
1.995027751,1.47732091,1.579211822,1.386312254,1.132093521,1.246870288,1.451717191,1.129617081,1.030829225,1.128155199,1.123901505,1.083945765,1.011547053,0.985754375,0.991609808,0.897366313,0.776346445
2.011997087,1.502926414,1.604728763,1.41630061,1.073905145,1.274741028,1.471346817,1.136765507,1.021947951,1.154890727,1.114284231,1.10837216,0.973427149,0.950364106,1.005335626,0.9110209,0.768834783
1.968386256,1.534662907,1.647583981,1.45386182,1.052143768,1.28359621,1.494124373,1.163051128,1.070529361,1.174561915,1.10478258,1.108494243,0.992034226,0.972346872,1.021642405,0.926466164,0.786154033
2.009886381,1.58309063,1.694227322,1.520280029,1.087513309,1.321025576,1.528488667,1.19287492,1.051826032,1.227936599,1.122052149,1.137812436,1.000029484,1.000634449,1.034051824,0.950812861,0.790926942
2.10056818,1.697846553,1.766667254,1.633640945,1.085387545,1.395817989,1.571627442,1.240247879,1.107331968,1.255634994,1.14548382,1.183245152,0.980463198,1.048160846,1.096033351,0.969196035,0.853832688
2.324164304,1.901876626,1.861015166,1.763885539,1.17688889,1.536573723,1.628369685,1.315704384,1.089372163,1.488949057,1.243855289,1.248511039,0.965098253,1.138703493,1.129964726,1.011201407,0.871679037
2.314662728,1.907508792,1.972104485,1.772135116,1.156514588,1.571850376,1.709621402,1.320513232,1.089153048,1.518259032,1.34103895,1.307245899,1.041516101,1.117174385,1.218205988,1.034425388,0.924796706
2.324643925,1.808476792,2.09360939,1.743299349,1.265969755,1.464037272,1.807805136,1.322721141,1.126953325,1.448893697,1.598231882,1.310516832,0.995325078,1.066038368,1.293369555,1.061885065,0.926363614
2.200258924,1.764170475,2.122371343,1.727171867,1.228504945,1.430269327,1.845482058,1.327183684,1.126866995,1.43339038,1.635647831,1.325759999,1.061411893,1.096268211,1.325930634,1.075315666,0.886565858
2.219063793,1.650086298,2.012333128,1.630786481,1.242624413,1.372951845,1.758356356,1.261502912,1.103596997,1.350266029,1.58752432,1.336289168,0.99558683,1.045790267,1.304218637,1.044990135,0.865524303
2.126210745,1.544932571,1.847781252,1.521826676,1.194360656,1.293245294,1.650257763,1.194296707,1.022073992,1.255082201,1.554366868,1.237936806,0.848650863,1.048566551,1.217802778,0.999357305,0.80119735
