2020 DK1,2025 DK1,2030 DK1,2035 DK1,2040 DK1,DATETIME
257.11,430,460,500,550,25-03-2019 07:00:00
286.52,450,460,510,560,25-03-2019 08:00:00
292.34,450,470,520,540,25-03-2019 09:00:00
223.38,430,440,490,540,25-03-2019 10:00:00
223.60,420,420,480,530,25-03-2019 11:00:00
229.80,420,420,470,530,25-03-2019 12:00:00
224.35,420,420,480,530,25-03-2019 13:00:00
233.83,420,420,480,530,25-03-2019 14:00:00
218.30,430,440,480,530,25-03-2019 15:00:00
221.44,430,440,490,530,25-03-2019 16:00:00
224.50,430,450,330,330,25-03-2019 17:00:00
273.75,450,460,510,540,25-03-2019 18:00:00
307.49,460,490,540,580,25-03-2019 19:00:00
346.67,470,510,550,330,25-03-2019 20:00:00
316.07,470,460,300,300,25-03-2019 21:00:00
297.11,380,490,300,300,25-03-2019 22:00:00
298.46,280,290,290,80,25-03-2019 23:00:00
280.32,280,290,290,80,25-03-2019 00:00:00
248.19,280,290,290,80,26-03-2019 01:00:00
229.83,360,290,290,80,26-03-2019 02:00:00
224.45,360,290,290,80,26-03-2019 03:00:00
224.00,360,290,290,80,26-03-2019 04:00:00
224.15,410,330,290,80,26-03-2019 05:00:00
242.59,410,330,290,80,26-03-2019 06:00:00
291.11,430,370,290,100,26-03-2019 07:00:00
319.47,450,460,330,330,26-03-2019 08:00:00
319.10,450,440,500,400,26-03-2019 09:00:00
267.97,430,420,490,530,26-03-2019 10:00:00
242.89,420,380,420,510,26-03-2019 11:00:00
243.19,410,380,420,510,26-03-2019 12:00:00
246.17,410,380,420,330,26-03-2019 13:00:00
297.38,410,380,420,330,26-03-2019 14:00:00
297.45,420,380,470,510,26-03-2019 15:00:00
298.27,430,420,480,510,26-03-2019 16:00:00
298.50,430,440,490,330,26-03-2019 17:00:00
296.78,450,460,330,300,26-03-2019 18:00:00
320.96,460,460,510,330,26-03-2019 19:00:00
368.74,470,460,510,330,26-03-2019 20:00:00
346.42,430,440,500,330,26-03-2019 21:00:00
323.73,430,450,500,330,26-03-2019 22:00:00
315.59,430,440,500,330,26-03-2019 23:00:00
286.78,410,440,490,330,26-03-2019 00:00:00
273.36,410,420,490,510,27-03-2019 01:00:00
259.85,410,420,480,510,27-03-2019 02:00:00
255.82,410,420,480,510,27-03-2019 03:00:00
249.10,410,420,470,330,27-03-2019 04:00:00
254.85,410,420,470,330,27-03-2019 05:00:00
274.85,410,380,420,510,27-03-2019 06:00:00
306.06,420,430,480,510,27-03-2019 07:00:00
343.38,430,440,480,520,27-03-2019 08:00:00
342.71,420,390,440,520,27-03-2019 09:00:00
328.00,410,370,400,450,27-03-2019 10:00:00
309.64,380,300,330,290,27-03-2019 11:00:00
303.15,360,300,300,300,27-03-2019 12:00:00
298.59,360,300,300,300,27-03-2019 13:00:00
295.46,360,300,300,300,27-03-2019 14:00:00
289.26,390,320,320,300,27-03-2019 15:00:00
294.64,410,370,400,380,27-03-2019 16:00:00
292.47,410,390,460,510,27-03-2019 17:00:00
309.71,430,440,490,530,27-03-2019 18:00:00
329.72,450,470,520,560,27-03-2019 19:00:00
357.64,450,470,520,560,27-03-2019 20:00:00
328.38,430,450,500,560,27-03-2019 21:00:00
307.70,430,470,520,560,27-03-2019 22:00:00
304.79,430,450,500,560,27-03-2019 23:00:00
275.60,420,440,490,540,27-03-2019 00:00:00
244.37,410,440,490,540,28-03-2019 01:00:00
251.38,410,440,490,540,28-03-2019 02:00:00
249.22,410,440,480,540,28-03-2019 03:00:00
248.55,410,440,480,540,28-03-2019 04:00:00
247.28,410,440,490,540,28-03-2019 05:00:00
273.78,410,430,470,530,28-03-2019 06:00:00
332.09,420,440,490,540,28-03-2019 07:00:00
366.81,430,440,490,530,28-03-2019 08:00:00
364.27,430,440,480,520,28-03-2019 09:00:00
349.26,410,390,420,460,28-03-2019 10:00:00
329.40,410,370,400,310,28-03-2019 11:00:00
323.73,410,370,320,300,28-03-2019 12:00:00
317.61,410,330,300,290,28-03-2019 13:00:00
316.49,400,320,300,290,28-03-2019 14:00:00
321.49,400,370,330,310,28-03-2019 15:00:00
329.18,410,370,400,330,28-03-2019 16:00:00
332.02,410,430,420,510,28-03-2019 17:00:00
350.76,430,450,480,510,28-03-2019 18:00:00
359.57,450,470,500,510,28-03-2019 19:00:00
393.99,460,470,510,510,28-03-2019 20:00:00
347.99,430,460,330,330,28-03-2019 21:00:00
324.63,430,460,330,300,28-03-2019 22:00:00
316.41,430,450,290,300,28-03-2019 23:00:00
293.57,430,440,290,300,28-03-2019 00:00:00
293.25,410,440,470,330,29-03-2019 01:00:00
254.58,410,440,460,330,29-03-2019 02:00:00
257.12,410,430,330,300,29-03-2019 03:00:00
257.34,410,420,420,510,29-03-2019 04:00:00
261.22,400,380,420,530,29-03-2019 05:00:00
284.00,400,390,420,530,29-03-2019 06:00:00
321.62,410,380,420,510,29-03-2019 07:00:00
309.60,410,380,420,430,29-03-2019 08:00:00
309.45,410,390,400,310,29-03-2019 09:00:00
319.98,400,370,320,300,29-03-2019 10:00:00
285.19,390,300,300,240,29-03-2019 11:00:00
257.49,360,300,260,110,29-03-2019 12:00:00
249.58,340,290,110,80,29-03-2019 13:00:00
245.40,300,280,110,40,29-03-2019 14:00:00
241.89,290,280,280,110,29-03-2019 15:00:00
247.34,300,290,300,300,29-03-2019 16:00:00
268.84,350,320,400,450,29-03-2019 17:00:00
322.07,400,380,440,530,29-03-2019 18:00:00
300.64,410,440,490,550,29-03-2019 19:00:00
296.16,430,460,510,560,29-03-2019 20:00:00
298.11,430,450,510,560,29-03-2019 21:00:00
282.35,410,440,500,550,29-03-2019 22:00:00
278.47,410,440,490,540,29-03-2019 23:00:00
279.29,410,440,490,540,29-03-2019 00:00:00
279.86,410,420,480,540,30-03-2019 01:00:00
273.81,390,380,420,530,30-03-2019 02:00:00
256.49,390,400,460,530,30-03-2019 03:00:00
258.36,390,380,420,530,30-03-2019 04:00:00
269.33,370,380,420,530,30-03-2019 05:00:00
261.42,370,380,420,530,30-03-2019 06:00:00
250.15,390,380,400,520,30-03-2019 07:00:00
248.06,390,380,400,430,30-03-2019 08:00:00
260.75,390,370,360,310,30-03-2019 09:00:00
247.61,390,320,300,310,30-03-2019 10:00:00
236.11,360,300,300,290,30-03-2019 11:00:00
218.27,350,300,290,110,30-03-2019 12:00:00
214.76,340,290,260,110,30-03-2019 13:00:00
193.49,340,290,260,110,30-03-2019 14:00:00
189.98,340,300,280,110,30-03-2019 15:00:00
218.35,340,300,300,300,30-03-2019 16:00:00
239.02,360,370,400,450,30-03-2019 17:00:00
272.32,410,440,470,530,30-03-2019 18:00:00
279.41,430,450,500,550,30-03-2019 19:00:00
277.99,450,490,520,590,30-03-2019 20:00:00
261.94,460,470,520,600,30-03-2019 21:00:00
251.41,430,470,520,580,30-03-2019 22:00:00
231.18,430,450,500,560,30-03-2019 23:00:00
200.06,420,450,500,560,30-03-2019 00:00:00
229.15,420,440,490,550,31-03-2019 01:00:00
215.57,410,440,490,540,31-03-2019 02:00:00
,410,440,490,540,31-03-2019 03:00:00
187.13,410,440,490,540,31-03-2019 04:00:00
167.72,420,440,490,560,31-03-2019 05:00:00
185.86,430,440,500,560,31-03-2019 06:00:00
201.23,450,470,520,580,31-03-2019 07:00:00
233.18,460,490,520,580,31-03-2019 08:00:00
246.84,460,470,500,560,31-03-2019 09:00:00
244.68,430,450,490,540,31-03-2019 10:00:00
215.12,430,440,470,530,31-03-2019 11:00:00
187.87,420,420,420,510,31-03-2019 12:00:00
187.72,410,390,400,460,31-03-2019 13:00:00
78.08,410,390,400,380,31-03-2019 14:00:00
8.29,410,390,420,460,31-03-2019 15:00:00
7.61,410,390,420,510,31-03-2019 16:00:00
85.91,420,440,470,520,31-03-2019 17:00:00
199.52,430,460,500,540,31-03-2019 18:00:00
253.56,450,470,520,560,31-03-2019 19:00:00
288.79,460,490,550,600,31-03-2019 20:00:00
312.00,460,470,550,600,31-03-2019 21:00:00
291.70,460,490,550,600,31-03-2019 22:00:00
300.81,430,470,520,580,31-03-2019 23:00:00
279.98,430,470,520,560,31-03-2019 00:00:00
231.84,430,450,500,560,4/1/2019 1:00
223.63,420,450,500,550,4/1/2019 2:00
231.91,410,450,490,540,4/1/2019 3:00
237.66,420,450,490,550,4/1/2019 4:00
241.84,430,450,500,560,4/1/2019 5:00
277.82,430,470,500,560,4/1/2019 6:00
351.41,450,490,520,560,4/1/2019 7:00
425.09,460,490,520,570,4/1/2019 8:00
399.78,460,470,520,560,4/1/2019 9:00
342.98,430,440,490,540,4/1/2019 10:00
314.99,420,440,460,520,4/1/2019 11:00
291.92,410,390,400,460,4/1/2019 12:00
292.60,410,370,340,300,4/1/2019 13:00
290.95,390,370,330,300,4/1/2019 14:00
277.67,390,370,400,310,4/1/2019 15:00
275.65,390,370,400,380,4/1/2019 16:00
277.97,410,390,420,510,4/1/2019 17:00
266.77,420,440,490,530,4/1/2019 18:00
321.41,430,470,510,550,4/1/2019 19:00
336.64,460,470,520,580,4/1/2019 20:00
336.34,430,470,520,580,4/1/2019 21:00
294.16,430,470,520,590,4/1/2019 22:00
267.22,430,470,520,560,4/1/2019 23:00
228.78,420,440,500,540,4/1/2019 0:00
217.27,410,440,490,530,4/2/2019 1:00
201.00,410,440,470,520,4/2/2019 2:00
189.80,410,420,460,520,4/2/2019 3:00
187.79,410,430,470,530,4/2/2019 4:00
205.40,410,440,480,530,4/2/2019 5:00
231.68,420,440,480,540,4/2/2019 6:00
300.72,430,450,500,550,4/2/2019 7:00
326.77,460,470,510,550,4/2/2019 8:00
321.91,450,470,490,530,4/2/2019 9:00
295.04,430,440,470,520,4/2/2019 10:00
273.77,410,390,420,330,4/2/2019 11:00
234.29,410,370,320,300,4/2/2019 12:00
216.45,390,320,300,290,4/2/2019 13:00
217.12,390,300,300,290,4/2/2019 14:00
220.11,390,300,300,300,4/2/2019 15:00
217.12,400,320,330,300,4/2/2019 16:00
224.66,410,390,420,450,4/2/2019 17:00
261.83,430,440,480,530,4/2/2019 18:00
291.31,430,450,500,560,4/2/2019 19:00
295.34,450,460,510,510,4/2/2019 20:00
287.95,430,450,470,510,4/2/2019 21:00
271.68,430,450,470,510,4/2/2019 22:00
234.21,420,430,480,510,4/2/2019 23:00
206.67,410,430,490,330,4/2/2019 0:00
238.12,410,440,490,330,4/3/2019 1:00
235.14,410,440,490,540,4/3/2019 2:00
232.00,410,420,480,530,4/3/2019 3:00
232.82,410,430,480,540,4/3/2019 4:00
243.13,410,440,490,540,4/3/2019 5:00
261.26,420,440,490,540,4/3/2019 6:00
314.79,430,450,500,560,4/3/2019 7:00
334.42,450,460,510,560,4/3/2019 8:00
361.59,450,460,490,520,4/3/2019 9:00
346.88,430,440,480,520,4/3/2019 10:00
346.51,420,380,420,470,4/3/2019 11:00
341.58,410,370,400,300,4/3/2019 12:00
335.99,410,320,400,300,4/3/2019 13:00
321.80,410,320,400,300,4/3/2019 14:00
311.80,410,370,400,430,4/3/2019 15:00
309.64,410,370,400,330,4/3/2019 16:00
311.50,410,370,420,330,4/3/2019 17:00
318.59,430,370,490,300,4/3/2019 18:00
339.20,430,370,330,220,4/3/2019 19:00
383.09,430,460,500,300,4/3/2019 20:00
390.70,430,440,440,300,4/3/2019 21:00
329.04,430,330,330,290,4/3/2019 22:00
291.87,430,330,330,290,4/3/2019 23:00
273.06,410,440,490,330,4/3/2019 0:00
265.72,410,440,480,330,4/4/2019 1:00
262.14,410,440,470,330,4/4/2019 2:00
246.31,410,420,460,400,4/4/2019 3:00
243.25,410,440,470,520,4/4/2019 4:00
254.75,410,440,490,520,4/4/2019 5:00
275.12,420,440,480,510,4/4/2019 6:00
333.42,430,460,500,540,4/4/2019 7:00
335.58,450,460,510,550,4/4/2019 8:00
366.26,430,370,330,330,4/4/2019 9:00
341.85,360,330,330,300,4/4/2019 10:00
326.77,280,290,290,300,4/4/2019 11:00
312.97,280,290,290,20,4/4/2019 12:00
304.16,280,290,140,20,4/4/2019 13:00
302.52,280,290,40,20,4/4/2019 14:00
288.04,280,290,60,20,4/4/2019 15:00
285.87,280,290,280,20,4/4/2019 16:00
284.38,280,290,280,30,4/4/2019 17:00
299.16,280,270,80,80,4/4/2019 18:00
335.43,280,270,190,80,4/4/2019 19:00
355.66,360,270,290,80,4/4/2019 20:00
340.88,410,270,290,80,4/4/2019 21:00
327.00,360,270,250,80,4/4/2019 22:00
287.29,330,270,110,80,4/4/2019 23:00
274.68,280,270,110,80,4/4/2019 0:00
263.93,330,270,130,80,4/5/2019 1:00
264.75,330,280,250,110,4/5/2019 2:00
257.43,350,290,290,110,4/5/2019 3:00
251.98,360,290,290,110,4/5/2019 4:00
269.97,410,290,300,270,4/5/2019 5:00
288.33,410,440,330,300,4/5/2019 6:00
334.69,420,450,470,510,4/5/2019 7:00
396.79,430,450,490,510,4/5/2019 8:00
437.91,430,450,490,530,4/5/2019 9:00
354.76,430,450,480,530,4/5/2019 10:00
334.16,420,440,460,510,4/5/2019 11:00
308.19,410,430,420,450,4/5/2019 12:00
307.37,410,420,400,430,4/5/2019 13:00
299.16,410,380,400,430,4/5/2019 14:00
288.41,390,390,400,450,4/5/2019 15:00
286.17,410,390,400,530,4/5/2019 16:00
288.41,410,420,420,530,4/5/2019 17:00
305.73,410,440,480,540,4/5/2019 18:00
303.26,430,440,490,540,4/5/2019 19:00
303.04,430,460,500,560,4/5/2019 20:00
300.13,430,460,510,560,4/5/2019 21:00
301.99,430,450,510,560,4/5/2019 22:00
294.68,420,440,470,540,4/5/2019 23:00
292.29,410,320,400,330,4/5/2019 0:00
306.95,400,300,330,310,4/6/2019 1:00
297.54,370,300,330,300,4/6/2019 2:00
285.97,350,320,400,300,4/6/2019 3:00
269.48,350,330,400,300,4/6/2019 4:00
269.70,350,340,400,320,4/6/2019 5:00
278.21,350,370,400,330,4/6/2019 6:00
292.62,350,370,400,300,4/6/2019 7:00
313.74,390,380,400,330,4/6/2019 8:00
328.89,390,370,400,450,4/6/2019 9:00
347.18,390,370,360,280,4/6/2019 10:00
318.89,360,300,320,280,4/6/2019 11:00
305.38,340,290,280,110,4/6/2019 12:00
257.98,290,220,110,40,4/6/2019 13:00
254.55,280,110,110,30,4/6/2019 14:00
268.28,280,220,110,40,4/6/2019 15:00
268.51,290,280,280,80,4/6/2019 16:00
279.40,340,290,320,280,4/6/2019 17:00
261.64,350,320,400,330,4/6/2019 18:00
308.14,400,370,420,300,4/6/2019 19:00
320.31,410,330,300,110,4/6/2019 20:00
312.62,410,330,300,300,4/6/2019 21:00
298.51,400,300,300,110,4/6/2019 22:00
292.69,400,300,300,110,4/6/2019 23:00
270.37,390,300,290,110,4/6/2019 0:00
288.23,370,300,300,110,4/7/2019 1:00
287.48,350,300,300,300,4/7/2019 2:00
284.05,360,370,330,300,4/7/2019 3:00
283.90,390,370,330,300,4/7/2019 4:00
288.45,410,380,440,330,4/7/2019 5:00
288.60,410,390,470,530,4/7/2019 6:00
286.06,430,440,490,540,4/7/2019 7:00
294.35,430,450,490,530,4/7/2019 8:00
302.41,430,450,470,530,4/7/2019 9:00
303.53,430,440,420,510,4/7/2019 10:00
296.07,410,390,400,440,4/7/2019 11:00
295.17,390,320,300,330,4/7/2019 12:00
292.56,360,300,310,330,4/7/2019 13:00
290.24,360,290,300,110,4/7/2019 14:00
287.85,360,300,320,290,4/7/2019 15:00
286.29,360,300,330,310,4/7/2019 16:00
285.84,390,320,400,450,4/7/2019 17:00
260.31,410,380,420,510,4/7/2019 18:00
320.25,430,430,470,300,4/7/2019 19:00
348.25,430,450,500,330,4/7/2019 20:00
370.64,430,440,490,330,4/7/2019 21:00
345.41,430,440,490,300,4/7/2019 22:00
313.83,410,380,460,300,4/7/2019 23:00
310.92,380,370,400,300,4/7/2019 0:00
289.94,340,300,300,300,4/8/2019 1:00
281.43,300,300,300,280,4/8/2019 2:00
274.19,290,290,290,280,4/8/2019 3:00
270.98,290,290,290,110,4/8/2019 4:00
277.70,340,290,300,280,4/8/2019 5:00
310.55,350,300,300,280,4/8/2019 6:00
317.94,390,370,400,330,4/8/2019 7:00
331.67,410,370,400,310,4/8/2019 8:00
334.74,410,320,320,300,4/8/2019 9:00
332.12,390,300,290,110,4/8/2019 10:00
329.73,350,280,110,110,4/8/2019 11:00
320.85,300,110,110,30,4/8/2019 12:00
316.15,280,110,80,30,4/8/2019 13:00
312.41,270,110,80,20,4/8/2019 14:00
301.74,250,80,40,20,4/8/2019 15:00
299.87,250,110,30,20,4/8/2019 16:00
296.59,270,110,80,30,4/8/2019 17:00
319.80,340,220,110,80,4/8/2019 18:00
321.75,350,290,290,110,4/8/2019 19:00
328.09,410,370,350,300,4/8/2019 20:00
322.87,410,310,290,80,4/8/2019 21:00
316.37,410,290,290,190,4/8/2019 22:00
313.09,350,290,290,300,4/8/2019 23:00
279.49,350,290,290,300,4/8/2019 0:00
259.40,350,290,290,300,4/9/2019 1:00
258.95,340,290,290,300,4/9/2019 2:00
265.74,340,290,300,300,4/9/2019 3:00
260.97,350,300,300,300,4/9/2019 4:00
262.16,350,300,300,300,4/9/2019 5:00
279.70,390,300,300,110,4/9/2019 6:00
352.33,410,370,300,300,4/9/2019 7:00
377.04,410,370,400,510,4/9/2019 8:00
387.42,410,320,350,300,4/9/2019 9:00
351.06,350,290,290,80,4/9/2019 10:00
340.46,340,280,80,20,4/9/2019 11:00
334.34,340,80,30,20,4/9/2019 12:00
319.19,340,80,60,20,4/9/2019 13:00
315.68,300,110,80,20,4/9/2019 14:00
305.31,300,110,110,20,4/9/2019 15:00
303.66,340,220,110,80,4/9/2019 16:00
300.83,360,290,260,110,4/9/2019 17:00
303.89,390,300,300,290,4/9/2019 18:00
329.12,410,380,420,330,4/9/2019 19:00
350.92,420,440,480,510,4/9/2019 20:00
331.96,410,440,490,530,4/9/2019 21:00
319.19,420,440,490,540,4/9/2019 22:00
313.59,410,440,480,530,4/9/2019 23:00
299.04,410,390,420,530,4/9/2019 0:00
280.01,410,390,460,530,4/10/2019 1:00
277.55,410,420,460,530,4/10/2019 2:00
272.77,410,420,470,530,4/10/2019 3:00
267.10,410,430,480,540,4/10/2019 4:00
273.44,420,440,490,560,4/10/2019 5:00
287.78,430,450,500,560,4/10/2019 6:00
350.78,450,470,520,570,4/10/2019 7:00
396.62,460,490,520,560,4/10/2019 8:00
418.64,460,470,500,560,4/10/2019 9:00
368.62,450,470,500,540,4/10/2019 10:00
344.96,430,450,470,530,4/10/2019 11:00
331.74,430,440,440,520,4/10/2019 12:00
327.56,420,430,420,510,4/10/2019 13:00
324.95,420,430,420,510,4/10/2019 14:00
316.59,420,430,440,510,4/10/2019 15:00
316.74,420,430,470,520,4/10/2019 16:00
324.43,430,440,480,530,4/10/2019 17:00
318.01,430,450,500,550,4/10/2019 18:00
347.12,460,470,520,560,4/10/2019 19:00
352.35,460,490,550,620,4/10/2019 20:00
350.63,470,500,550,620,4/10/2019 21:00
332.64,470,510,550,620,4/10/2019 22:00
318.01,450,470,540,600,4/10/2019 23:00
313.60,430,470,520,560,4/10/2019 0:00
317.04,430,470,500,560,4/11/2019 1:00
313.08,430,450,500,560,4/11/2019 2:00
312.78,420,450,500,550,4/11/2019 3:00
313.23,420,450,500,560,4/11/2019 4:00
315.77,430,470,510,560,4/11/2019 5:00
327.86,430,470,500,560,4/11/2019 6:00
357.65,460,490,520,580,4/11/2019 7:00
421.03,460,490,540,560,4/11/2019 8:00
442.23,460,470,520,550,4/11/2019 9:00
385.94,430,470,490,540,4/11/2019 10:00
362.43,430,440,470,520,4/11/2019 11:00
354.59,410,420,400,440,4/11/2019 12:00
354.14,410,390,400,310,4/11/2019 13:00
354.44,410,370,340,310,4/11/2019 14:00
343.09,410,370,330,310,4/11/2019 15:00
338.02,390,370,340,330,4/11/2019 16:00
343.76,410,380,400,520,4/11/2019 17:00
345.41,420,440,470,530,4/11/2019 18:00
356.01,430,450,490,540,4/11/2019 19:00
403.26,450,470,520,560,4/11/2019 20:00
395.57,460,490,520,560,4/11/2019 21:00
365.93,460,490,540,590,4/11/2019 22:00
352.35,430,470,510,560,4/11/2019 23:00
328.83,430,450,510,560,4/11/2019 0:00
315.46,420,440,500,560,4/12/2019 1:00
326.06,410,440,490,550,4/12/2019 2:00
325.39,410,440,490,550,4/12/2019 3:00
326.21,410,440,490,550,4/12/2019 4:00
329.87,410,370,490,540,4/12/2019 5:00
327.11,410,370,500,330,4/12/2019 6:00
370.40,420,430,500,330,4/12/2019 7:00
440.27,430,430,500,330,4/12/2019 8:00
448.49,410,370,460,310,4/12/2019 9:00
384.81,410,370,300,300,4/12/2019 10:00
365.55,390,330,300,280,4/12/2019 11:00
350.77,350,290,280,30,4/12/2019 12:00
343.01,300,270,110,20,4/12/2019 13:00
337.41,280,110,30,20,4/12/2019 14:00
329.57,280,40,30,20,4/12/2019 15:00
325.24,300,40,30,30,4/12/2019 16:00
325.54,340,290,40,30,4/12/2019 17:00
311.51,350,310,190,40,4/12/2019 18:00
346.59,400,300,290,110,4/12/2019 19:00
361.52,410,300,290,80,4/12/2019 20:00
358.91,360,290,290,80,4/12/2019 21:00
338.60,330,290,250,80,4/12/2019 22:00
337.93,340,290,250,80,4/12/2019 23:00
323.00,310,290,250,110,4/12/2019 0:00
334.25,280,270,110,30,13-04-2019 01:00:00
327.61,280,290,210,80,13-04-2019 02:00:00
324.03,340,290,290,110,13-04-2019 03:00:00
321.64,340,290,290,110,13-04-2019 04:00:00
323.35,340,290,290,110,13-04-2019 05:00:00
323.20,340,290,290,110,13-04-2019 06:00:00
326.79,340,300,290,110,13-04-2019 07:00:00
336.64,350,300,300,290,13-04-2019 08:00:00
352.91,340,290,300,250,13-04-2019 09:00:00
350.52,300,270,110,30,13-04-2019 10:00:00
316.86,270,100,30,20,13-04-2019 11:00:00
316.71,110,30,20,20,13-04-2019 12:00:00
287.90,110,20,20,20,13-04-2019 13:00:00
283.79,110,20,20,20,13-04-2019 14:00:00
277.00,110,20,20,20,13-04-2019 15:00:00
271.85,110,20,20,20,13-04-2019 16:00:00
266.10,110,30,30,20,13-04-2019 17:00:00
324.40,270,110,40,30,13-04-2019 18:00:00
321.19,340,290,110,30,13-04-2019 19:00:00
344.03,390,290,290,80,13-04-2019 20:00:00
345.45,400,290,290,290,13-04-2019 21:00:00
321.71,390,290,300,300,13-04-2019 22:00:00
320.67,350,290,290,110,13-04-2019 23:00:00
309.54,280,270,230,40,13-04-2019 00:00:00
300.41,340,250,250,40,14-04-2019 01:00:00
284.14,290,290,260,40,14-04-2019 02:00:00
283.91,280,290,260,70,14-04-2019 03:00:00
284.06,280,290,260,50,14-04-2019 04:00:00
292.42,290,290,260,40,14-04-2019 05:00:00
294.73,300,290,260,40,14-04-2019 06:00:00
285.70,350,290,320,40,14-04-2019 07:00:00
284.96,370,300,300,110,14-04-2019 08:00:00
301.23,350,290,280,80,14-04-2019 09:00:00
296.75,340,280,80,20,14-04-2019 10:00:00
276.90,280,80,60,20,14-04-2019 11:00:00
271.67,270,20,20,20,14-04-2019 12:00:00
260.40,260,20,20,20,14-04-2019 13:00:00
252.79,160,20,20,20,14-04-2019 14:00:00
222.04,110,20,20,10,14-04-2019 15:00:00
216.22,160,20,20,10,14-04-2019 16:00:00
233.31,260,20,20,20,14-04-2019 17:00:00
261.52,280,110,80,20,14-04-2019 18:00:00
312.50,280,270,250,80,14-04-2019 19:00:00
333.62,280,250,110,80,14-04-2019 20:00:00
348.84,250,110,110,80,14-04-2019 21:00:00
323.02,250,110,110,80,14-04-2019 22:00:00
288.02,250,110,110,80,14-04-2019 23:00:00
284.43,250,180,110,80,14-04-2019 00:00:00
265.55,280,270,110,80,15-04-2019 01:00:00
276.97,280,270,110,80,15-04-2019 02:00:00
277.42,280,270,110,80,15-04-2019 03:00:00
290.33,280,280,110,110,15-04-2019 04:00:00
314.81,390,290,160,110,15-04-2019 05:00:00
317.95,400,290,110,110,15-04-2019 06:00:00
374.89,420,330,290,110,15-04-2019 07:00:00
438.56,420,380,330,110,15-04-2019 08:00:00
450.27,410,370,330,300,15-04-2019 09:00:00
352.95,280,320,300,110,15-04-2019 10:00:00
321.08,330,290,280,110,15-04-2019 11:00:00
314.36,350,290,110,80,15-04-2019 12:00:00
331.90,350,280,110,80,15-04-2019 13:00:00
330.71,350,280,110,80,15-04-2019 14:00:00
327.27,350,280,110,110,15-04-2019 15:00:00
325.56,350,290,260,110,15-04-2019 16:00:00
327.50,340,290,290,280,15-04-2019 17:00:00
305.70,360,370,340,300,15-04-2019 18:00:00
350.86,430,440,470,520,15-04-2019 19:00:00
367.73,430,470,500,560,15-04-2019 20:00:00
362.43,430,470,520,560,15-04-2019 21:00:00
341.08,450,470,520,580,15-04-2019 22:00:00
316.68,430,470,520,560,15-04-2019 23:00:00
261.00,430,450,500,560,15-04-2019 00:00:00
322.20,420,440,490,540,16-04-2019 01:00:00
321.31,410,440,490,540,16-04-2019 02:00:00
321.23,410,440,490,540,16-04-2019 03:00:00
322.28,410,440,490,540,16-04-2019 04:00:00
324.67,420,440,500,560,16-04-2019 05:00:00
303.99,430,440,490,550,16-04-2019 06:00:00
344.97,450,460,500,560,16-04-2019 07:00:00
388.56,450,460,500,560,16-04-2019 08:00:00
389.67,430,440,470,530,16-04-2019 09:00:00
347.95,430,430,400,450,16-04-2019 10:00:00
303.92,410,370,300,300,16-04-2019 11:00:00
266.45,390,300,280,290,16-04-2019 12:00:00
262.35,360,290,260,110,16-04-2019 13:00:00
245.93,350,290,260,110,16-04-2019 14:00:00
257.64,350,290,280,110,16-04-2019 15:00:00
276.30,360,290,280,280,16-04-2019 16:00:00
293.17,390,300,320,300,16-04-2019 17:00:00
332.13,410,370,400,520,16-04-2019 18:00:00
371.24,430,440,490,530,16-04-2019 19:00:00
354.22,450,460,510,510,16-04-2019 20:00:00
352.43,460,460,510,510,16-04-2019 21:00:00
357.80,460,460,500,270,16-04-2019 22:00:00
327.65,430,450,330,110,16-04-2019 23:00:00
289.59,420,370,330,110,16-04-2019 00:00:00
250.05,410,370,300,80,17-04-2019 01:00:00
246.24,390,300,300,110,17-04-2019 02:00:00
261.39,380,300,290,110,17-04-2019 03:00:00
261.39,280,300,290,110,17-04-2019 04:00:00
263.93,280,290,110,80,17-04-2019 05:00:00
283.19,240,110,80,40,17-04-2019 06:00:00
349.47,180,110,80,40,17-04-2019 07:00:00
376.41,280,290,290,80,17-04-2019 08:00:00
389.85,280,290,290,110,17-04-2019 09:00:00
376.19,330,290,200,30,17-04-2019 10:00:00
358.35,280,200,30,20,17-04-2019 11:00:00
296.47,270,80,20,20,17-04-2019 12:00:00
288.11,190,30,20,20,17-04-2019 13:00:00
322.97,110,20,20,20,17-04-2019 14:00:00
320.81,140,80,20,20,17-04-2019 15:00:00
320.28,250,110,80,20,17-04-2019 16:00:00
308.57,280,220,110,110,17-04-2019 17:00:00
289.08,350,290,250,110,17-04-2019 18:00:00
344.02,280,280,210,110,17-04-2019 19:00:00
369.40,330,270,110,80,17-04-2019 20:00:00
358.95,410,240,110,110,17-04-2019 21:00:00
334.62,410,440,330,190,17-04-2019 22:00:00
306.25,410,380,420,330,17-04-2019 23:00:00
304.68,390,380,420,330,17-04-2019 00:00:00
318.99,370,370,400,330,18-04-2019 01:00:00
317.95,360,330,400,330,18-04-2019 02:00:00
317.80,370,330,330,110,18-04-2019 03:00:00
318.84,390,370,330,110,18-04-2019 04:00:00
261.73,390,370,290,110,18-04-2019 05:00:00
284.20,350,300,290,110,18-04-2019 06:00:00
356.99,390,330,400,330,18-04-2019 07:00:00
387.82,390,370,330,110,18-04-2019 08:00:00
412.91,390,320,300,300,18-04-2019 09:00:00
372.74,300,290,300,280,18-04-2019 10:00:00
332.73,280,290,290,30,18-04-2019 11:00:00
