2020 DK1,2025 DK1,2030 DK1,2035 DK1,2040 DK1,DATETIME
330.66,470,490,550,540,14-01-2019 22:00:00
308.19,460,490,550,620,14-01-2019 23:00:00
278.11,430,460,510,590,14-01-2019 00:00:00
281.15,430,450,500,520,15-01-2019 01:00:00
273.91,420,440,500,560,15-01-2019 02:00:00
276.60,410,440,490,550,15-01-2019 03:00:00
303.32,410,440,490,540,15-01-2019 04:00:00
330.71,410,440,490,540,15-01-2019 05:00:00
361.68,410,440,480,530,15-01-2019 06:00:00
379.97,430,460,500,560,15-01-2019 07:00:00
401.01,460,490,540,620,15-01-2019 08:00:00
425.57,460,490,550,620,15-01-2019 09:00:00
435.72,460,460,510,510,15-01-2019 10:00:00
421.99,460,460,500,510,15-01-2019 11:00:00
410.49,450,450,490,510,15-01-2019 12:00:00
402.43,450,450,490,510,15-01-2019 13:00:00
397.88,450,450,490,510,15-01-2019 14:00:00
392.80,430,460,490,510,15-01-2019 15:00:00
389.00,450,460,470,330,15-01-2019 16:00:00
390.19,450,460,470,330,15-01-2019 17:00:00
402.36,460,490,500,510,15-01-2019 18:00:00
392.13,460,470,500,330,15-01-2019 19:00:00
393.77,460,460,510,330,15-01-2019 20:00:00
391.83,450,450,500,330,15-01-2019 21:00:00
385.49,450,460,510,330,15-01-2019 22:00:00
376.16,430,460,500,330,15-01-2019 23:00:00
363.17,420,440,490,330,15-01-2019 00:00:00
369.27,410,430,460,440,16-01-2019 01:00:00
365.76,410,380,420,330,16-01-2019 02:00:00
365.02,390,380,400,300,16-01-2019 03:00:00
366.13,390,370,400,300,16-01-2019 04:00:00
366.58,390,370,400,300,16-01-2019 05:00:00
381.06,390,370,300,300,16-01-2019 06:00:00
392.85,410,430,430,300,16-01-2019 07:00:00
401.51,430,460,470,330,16-01-2019 08:00:00
415.91,460,460,500,330,16-01-2019 09:00:00
401.73,450,460,500,330,16-01-2019 10:00:00
404.64,450,460,500,330,16-01-2019 11:00:00
409.87,450,460,500,330,16-01-2019 12:00:00
400.39,450,460,500,490,16-01-2019 13:00:00
393.23,450,460,500,440,16-01-2019 14:00:00
399.64,430,450,490,330,16-01-2019 15:00:00
400.91,430,450,490,330,16-01-2019 16:00:00
409.20,450,460,500,510,16-01-2019 17:00:00
403.08,450,460,500,510,16-01-2019 18:00:00
393.08,450,460,510,510,16-01-2019 19:00:00
389.27,430,460,500,330,16-01-2019 20:00:00
383.23,430,440,490,510,16-01-2019 21:00:00
373.82,430,450,500,520,16-01-2019 22:00:00
346.28,420,440,490,510,16-01-2019 23:00:00
322.48,410,440,460,510,16-01-2019 00:00:00
234.67,410,380,420,510,17-01-2019 01:00:00
228.33,390,380,400,310,17-01-2019 02:00:00
272.74,390,380,400,310,17-01-2019 03:00:00
289.83,390,380,400,310,17-01-2019 04:00:00
350.74,390,380,300,310,17-01-2019 05:00:00
375.44,360,320,400,280,17-01-2019 06:00:00
393.66,410,390,330,310,17-01-2019 07:00:00
402.61,430,450,470,510,17-01-2019 08:00:00
406.20,460,460,500,380,17-01-2019 09:00:00
408.58,460,470,500,500,17-01-2019 10:00:00
409.03,450,470,500,510,17-01-2019 11:00:00
407.69,450,460,490,510,17-01-2019 12:00:00
406.27,430,450,490,510,17-01-2019 13:00:00
406.57,430,450,490,510,17-01-2019 14:00:00
410.53,430,450,490,510,17-01-2019 15:00:00
417.24,430,450,490,330,17-01-2019 16:00:00
428.66,450,460,500,330,17-01-2019 17:00:00
438.29,460,490,510,330,17-01-2019 18:00:00
410.97,470,460,420,330,17-01-2019 19:00:00
401.94,460,460,330,330,17-01-2019 20:00:00
395.97,410,370,330,330,17-01-2019 21:00:00
393.73,430,370,290,300,17-01-2019 22:00:00
382.09,430,370,330,240,17-01-2019 23:00:00
373.43,410,370,290,130,17-01-2019 00:00:00
381.89,410,370,330,300,18-01-2019 01:00:00
376.74,410,410,330,330,18-01-2019 02:00:00
374.13,410,430,330,330,18-01-2019 03:00:00
374.35,410,420,410,330,18-01-2019 04:00:00
378.09,390,410,420,330,18-01-2019 05:00:00
395.85,410,420,440,330,18-01-2019 06:00:00
408.84,410,430,460,330,18-01-2019 07:00:00
536.79,410,440,460,330,18-01-2019 08:00:00
560.00,420,450,470,330,18-01-2019 09:00:00
552.91,430,450,470,510,18-01-2019 10:00:00
526.34,430,450,490,510,18-01-2019 11:00:00
515.21,430,440,470,510,18-01-2019 12:00:00
502.30,430,440,470,510,18-01-2019 13:00:00
471.62,420,440,470,510,18-01-2019 14:00:00
450.72,420,430,470,330,18-01-2019 15:00:00
443.25,420,440,470,310,18-01-2019 16:00:00
498.57,420,440,470,310,18-01-2019 17:00:00
546.71,430,440,470,310,18-01-2019 18:00:00
550.15,430,440,470,330,18-01-2019 19:00:00
451.47,420,440,460,330,18-01-2019 20:00:00
432.65,410,420,440,330,18-01-2019 21:00:00
420.49,410,380,420,330,18-01-2019 22:00:00
413.10,390,380,400,330,18-01-2019 23:00:00
396.82,350,370,400,330,18-01-2019 00:00:00
391.66,350,320,340,330,19-01-2019 01:00:00
396.96,350,300,320,330,19-01-2019 02:00:00
408.53,340,300,320,300,19-01-2019 03:00:00
381.81,340,300,300,300,19-01-2019 04:00:00
390.02,330,300,300,300,19-01-2019 05:00:00
388.08,340,300,300,300,19-01-2019 06:00:00
386.06,340,300,300,300,19-01-2019 07:00:00
377.41,340,300,320,300,19-01-2019 08:00:00
415.85,360,320,330,330,19-01-2019 09:00:00
422.64,360,320,360,330,19-01-2019 10:00:00
448.39,360,330,400,330,19-01-2019 11:00:00
425.78,370,370,400,330,19-01-2019 12:00:00
412.49,370,370,400,330,19-01-2019 13:00:00
405.92,370,370,400,330,19-01-2019 14:00:00
392.26,390,390,400,330,19-01-2019 15:00:00
413.61,410,390,420,330,19-01-2019 16:00:00
453.69,410,420,420,330,19-01-2019 17:00:00
477.43,410,440,480,530,19-01-2019 18:00:00
468.17,410,440,440,330,19-01-2019 19:00:00
428.24,410,440,330,80,19-01-2019 20:00:00
407.64,410,420,330,80,19-01-2019 21:00:00
390.54,410,420,330,330,19-01-2019 22:00:00
388.38,410,370,330,300,19-01-2019 23:00:00
378.82,410,330,330,300,19-01-2019 00:00:00
380.73,400,330,330,330,20-01-2019 01:00:00
371.25,410,420,390,330,20-01-2019 02:00:00
373.27,410,420,330,330,20-01-2019 03:00:00
374.09,410,440,390,330,20-01-2019 04:00:00
379.61,410,440,400,330,20-01-2019 05:00:00
381.55,410,420,400,330,20-01-2019 06:00:00
380.66,430,450,420,330,20-01-2019 07:00:00
386.93,460,460,490,330,20-01-2019 08:00:00
389.24,450,460,330,330,20-01-2019 09:00:00
400.74,450,440,330,330,20-01-2019 10:00:00
406.71,450,460,500,330,20-01-2019 11:00:00
408.35,450,490,540,590,20-01-2019 12:00:00
404.40,450,510,540,590,20-01-2019 13:00:00
400.96,450,510,540,600,20-01-2019 14:00:00
397.15,450,510,550,600,20-01-2019 15:00:00
413.50,450,510,550,600,20-01-2019 16:00:00
433.14,450,510,530,600,20-01-2019 17:00:00
492.19,490,510,570,620,20-01-2019 18:00:00
505.92,470,510,570,620,20-01-2019 19:00:00
474.94,470,510,570,620,20-01-2019 20:00:00
446.57,440,490,550,620,20-01-2019 21:00:00
428.28,360,510,490,620,20-01-2019 22:00:00
444.63,360,490,430,600,20-01-2019 23:00:00
388.72,360,460,330,560,20-01-2019 00:00:00
414.62,390,460,330,540,21-01-2019 01:00:00
395.81,390,450,480,510,21-01-2019 02:00:00
388.94,390,440,490,510,21-01-2019 03:00:00
383.04,420,440,490,510,21-01-2019 04:00:00
381.78,420,450,470,510,21-01-2019 05:00:00
397.38,420,430,460,510,21-01-2019 06:00:00
487.71,430,460,470,510,21-01-2019 07:00:00
575.43,460,490,520,620,21-01-2019 08:00:00
636.34,460,510,570,620,21-01-2019 09:00:00
621.56,460,510,500,620,21-01-2019 10:00:00
578.41,460,510,510,620,21-01-2019 11:00:00
541.98,460,510,530,620,21-01-2019 12:00:00
510.55,460,510,530,600,21-01-2019 13:00:00
517.12,460,510,540,620,21-01-2019 14:00:00
520.56,460,510,530,620,21-01-2019 15:00:00
552.73,460,510,480,620,21-01-2019 16:00:00
605.29,460,510,470,570,21-01-2019 17:00:00
659.56,470,510,470,510,21-01-2019 18:00:00
659.71,460,510,500,510,21-01-2019 19:00:00
582.37,460,490,470,510,21-01-2019 20:00:00
513.61,460,450,330,330,21-01-2019 21:00:00
459.86,460,450,330,300,21-01-2019 22:00:00
432.54,420,430,300,300,21-01-2019 23:00:00
410.07,410,300,300,300,21-01-2019 00:00:00
404.56,400,300,290,110,22-01-2019 01:00:00
403.51,400,300,300,110,22-01-2019 02:00:00
399.55,400,330,300,220,22-01-2019 03:00:00
391.79,400,330,300,230,22-01-2019 04:00:00
398.96,410,330,300,300,22-01-2019 05:00:00
388.43,400,330,290,110,22-01-2019 06:00:00
465.32,430,330,300,110,22-01-2019 07:00:00
551.78,420,430,300,300,22-01-2019 08:00:00
598.96,460,450,330,330,22-01-2019 09:00:00
571.86,460,450,330,330,22-01-2019 10:00:00
553.87,460,460,500,330,22-01-2019 11:00:00
523.03,460,460,500,510,22-01-2019 12:00:00
463.38,460,460,500,510,22-01-2019 13:00:00
436.36,460,460,500,510,22-01-2019 14:00:00
445.62,460,490,500,330,22-01-2019 15:00:00
485.93,460,490,450,330,22-01-2019 16:00:00
524.15,470,490,330,330,22-01-2019 17:00:00
588.28,500,490,330,330,22-01-2019 18:00:00
532.44,480,510,300,300,22-01-2019 19:00:00
448.68,430,470,290,300,22-01-2019 20:00:00
425.09,360,330,290,300,22-01-2019 21:00:00
413.44,440,330,290,190,22-01-2019 22:00:00
409.18,430,330,290,80,22-01-2019 23:00:00
397.91,420,370,290,80,22-01-2019 00:00:00
397.22,430,370,290,80,23-01-2019 01:00:00
392.89,420,370,290,80,23-01-2019 02:00:00
389.31,420,370,330,80,23-01-2019 03:00:00
382.22,420,410,450,230,23-01-2019 04:00:00
380.95,420,440,460,330,23-01-2019 05:00:00
411.04,410,430,300,300,23-01-2019 06:00:00
448.44,430,430,300,90,23-01-2019 07:00:00
593.45,460,450,330,330,23-01-2019 08:00:00
659.90,460,450,470,330,23-01-2019 09:00:00
627.94,460,460,470,330,23-01-2019 10:00:00
637.27,460,460,500,330,23-01-2019 11:00:00
614.13,460,460,470,510,23-01-2019 12:00:00
571.19,460,460,470,510,23-01-2019 13:00:00
529.90,460,460,500,510,23-01-2019 14:00:00
514.08,460,460,500,510,23-01-2019 15:00:00
556.86,450,460,470,330,23-01-2019 16:00:00
614.05,450,460,470,330,23-01-2019 17:00:00
655.19,460,460,500,510,23-01-2019 18:00:00
634.88,460,460,510,510,23-01-2019 19:00:00
464.80,410,460,420,330,23-01-2019 20:00:00
433.51,430,460,330,330,23-01-2019 21:00:00
429.70,450,460,450,330,23-01-2019 22:00:00
424.33,430,410,330,320,23-01-2019 23:00:00
410.36,430,370,290,300,23-01-2019 00:00:00
417.97,420,370,290,300,24-01-2019 01:00:00
416.63,410,370,290,300,24-01-2019 02:00:00
414.91,410,370,290,300,24-01-2019 03:00:00
413.12,410,370,290,300,24-01-2019 04:00:00
416.63,410,440,330,300,24-01-2019 05:00:00
448.36,420,440,330,300,24-01-2019 06:00:00
567.30,430,450,330,300,24-01-2019 07:00:00
722.01,460,460,330,330,24-01-2019 08:00:00
817.21,470,490,330,330,24-01-2019 09:00:00
803.92,470,490,330,330,24-01-2019 10:00:00
732.16,470,490,510,330,24-01-2019 11:00:00
749.41,470,490,500,330,24-01-2019 12:00:00
710.66,470,490,500,330,24-01-2019 13:00:00
669.52,460,490,500,330,24-01-2019 14:00:00
654.81,460,490,500,330,24-01-2019 15:00:00
659.14,460,490,500,330,24-01-2019 16:00:00
709.39,460,490,500,330,24-01-2019 17:00:00
797.57,470,490,500,330,24-01-2019 18:00:00
748.82,460,490,500,330,24-01-2019 19:00:00
547.89,460,460,330,330,24-01-2019 20:00:00
450.60,450,370,330,330,24-01-2019 21:00:00
446.12,450,450,330,80,24-01-2019 22:00:00
436.42,430,430,330,80,24-01-2019 23:00:00
427.01,420,430,330,300,24-01-2019 00:00:00
427.73,410,370,300,300,25-01-2019 01:00:00
421.61,410,370,300,110,25-01-2019 02:00:00
