h2vmba3uEV22,h2vmba2uEV22,h2v0ba3uEV22,h2v0ba2uEV22,h2v0ba1uEV22,h1vmba2uEV22,h1v0ba3uEV22,h1v0ba2uEV22,h1v0ba1uEV22,A2vmba2uEV12,A2v0ba3uEV12,A2v0ba2uEV12,A2v0ba1uEV12,A1vmba2uEV12,A1v0ba3uEV12,A1v0ba2uEV12,A1v0ba1uEV12
0.684017734,0.515232144,0.462856063,0.46300273,0.380797354,0.344475389,0.265164969,0.284921069,0.255365016,0.355872328,0.292354987,0.240312454,0.20559003,0.231282075,0.157228126,0.15086849,0.121776526
0.703063054,0.546348793,0.471927144,0.474217262,0.393037237,0.369882078,0.27017175,0.291149411,0.2646104,0.395415838,0.299056369,0.245941465,0.216638963,0.257985141,0.161411693,0.154465685,0.128943046
0.772176355,0.631403994,0.491075734,0.516231654,0.426926126,0.425990781,0.281794903,0.313796672,0.276135566,0.452059715,0.3204296,0.270505305,0.232447732,0.303112041,0.172073125,0.168685215,0.138310006
0.996615271,0.916660985,0.627438838,0.675883125,0.520407207,0.584936092,0.348326349,0.387998602,0.320327215,0.618029441,0.433968022,0.339425906,0.27060852,0.440665705,0.223702577,0.215005875,0.162310856
1.315359606,1.339579234,0.876551705,0.954858147,0.731863664,0.851380289,0.45573491,0.509671505,0.409822452,0.821453731,0.609017096,0.503072186,0.420117891,0.627316655,0.294280661,0.288153218,0.228578985
1.244105419,1.217180692,0.786196455,0.952584669,0.788072072,0.823272092,0.427188969,0.524680922,0.426515924,0.703007727,0.529639405,0.554465855,0.520457278,0.561697636,0.275821019,0.305059875,0.261376375
1.098781281,1.073914887,0.668463615,0.823976622,0.688234835,0.717913508,0.38024369,0.480439943,0.387980846,0.602356842,0.435861045,0.470548167,0.424287178,0.466881433,0.237477139,0.276606383,0.234567228
1.001825123,0.935871963,0.591797411,0.718776046,0.609346547,0.631116114,0.351563363,0.438473395,0.361866826,0.521261765,0.379215951,0.396303978,0.345508344,0.398888584,0.214963038,0.24738183,0.207761358
0.874713793,0.788064117,0.540542761,0.63002342,0.525488288,0.543635149,0.326384577,0.398318417,0.350476457,0.444531589,0.342688231,0.345696237,0.30301324,0.335669237,0.196802909,0.223271249,0.188683455
0.745043842,0.618603708,0.474888641,0.521789185,0.445206607,0.431742229,0.285445506,0.345290433,0.304509149,0.355960843,0.290244663,0.28111134,0.249712625,0.263357993,0.167298334,0.191985073,0.16373362
0.596615764,0.461658832,0.380107153,0.410889715,0.349133934,0.330468932,0.235175751,0.293263175,0.266202875,0.267612858,0.221404402,0.211151469,0.188202969,0.199538068,0.130358822,0.157705313,0.134151924
0.486755122,0.37597691,0.307618624,0.347618157,0.292793884,0.269645272,0.201532706,0.257528106,0.24342567,0.204767536,0.169175302,0.165591486,0.141817153,0.157116225,0.106477181,0.132011326,0.109665516
0.424566217,0.335329426,0.269807869,0.315218415,0.256584709,0.236093445,0.181720753,0.234360657,0.214593522,0.167445428,0.140557084,0.137202813,0.112932166,0.131067305,0.091610539,0.114372111,0.09250456
0.400392,0.320089721,0.257869093,0.302558689,0.236348253,0.221024615,0.174938486,0.223939923,0.203715447,0.148635515,0.12849421,0.121993962,0.097016265,0.118769191,0.085965066,0.103756584,0.082475643
0.390266133,0.315153388,0.255765892,0.300854028,0.228958946,0.215136444,0.173054808,0.221417557,0.18915534,0.140090768,0.126403441,0.115562078,0.08777311,0.110802518,0.083541543,0.098317,0.075315633
0.3936999,0.322585649,0.258775518,0.31489621,0.226928309,0.216067531,0.17394983,0.225790491,0.183686386,0.140865315,0.126883577,0.116614164,0.083072674,0.109659832,0.083958579,0.097759923,0.071359124
0.441586967,0.377677491,0.276404957,0.371004022,0.251645221,0.24804965,0.181694639,0.24758982,0.189455799,0.163931619,0.13860178,0.133077026,0.087056051,0.128215834,0.088574847,0.106297521,0.073776316
0.596416333,0.577382896,0.328352801,0.463833758,0.289858809,0.366135044,0.205208289,0.28276221,0.205465909,0.260972295,0.175824788,0.168631287,0.103773876,0.206568984,0.10535749,0.12368057,0.081736367
0.708343186,0.681614722,0.422294478,0.493991832,0.318552422,0.431592845,0.257655619,0.299743109,0.216853204,0.332134308,0.245707634,0.194573555,0.133328185,0.252151719,0.143139147,0.135306456,0.09349183
0.69421203,0.583847397,0.520213701,0.48910439,0.323742647,0.360634729,0.313457261,0.298099063,0.208844103,0.299201509,0.320509769,0.199354161,0.140158647,0.209866013,0.182734781,0.139488944,0.091101773
0.685203509,0.537415518,0.540584402,0.481836636,0.329084559,0.334477644,0.3171534,0.297762601,0.209255682,0.292703442,0.334875839,0.206999245,0.147356641,0.197649151,0.184422243,0.140577181,0.093627169
0.682466667,0.511418185,0.535852549,0.47438849,0.329867647,0.321318773,0.309459678,0.29808617,0.226311994,0.294496373,0.328534267,0.213432761,0.161667174,0.196901083,0.176516743,0.141075141,0.099376054
0.700928285,0.505886927,0.534471704,0.472961635,0.354878602,0.325269952,0.310223412,0.298174616,0.234769731,0.308549405,0.326977357,0.221744063,0.175887289,0.200838932,0.176191483,0.144716458,0.107062199
0.688215038,0.511318521,0.506261126,0.476942559,0.362925245,0.330764252,0.291703939,0.299787193,0.263901865,0.325770241,0.310677795,0.233382291,0.194051129,0.215568594,0.166930943,0.147279387,0.114434067
0.663524812,0.51287061,0.477303666,0.473116592,0.382113427,0.338673804,0.272294072,0.296561798,0.275447411,0.34314893,0.2924081,0.237257994,0.201323698,0.225040313,0.154549034,0.148713184,0.117910723
0.698501754,0.541290339,0.484766201,0.481432776,0.397098773,0.356625288,0.276154734,0.30213005,0.288839546,0.383222216,0.302475419,0.246939592,0.211563413,0.242520117,0.156383321,0.151691485,0.122567417
0.76295589,0.616269683,0.503240846,0.522760766,0.425580625,0.415581636,0.286060707,0.32111622,0.309185425,0.443146179,0.320475384,0.266214289,0.223539514,0.284969486,0.165605167,0.164753608,0.133330447
0.99078797,0.89223015,0.645803142,0.677528154,0.515018382,0.569049813,0.355763056,0.396953286,0.34551498,0.605809932,0.42941587,0.336832263,0.264061974,0.408816573,0.218875964,0.209228135,0.160967511
1.344206015,1.320668377,0.899872352,0.960056731,0.750870632,0.82995619,0.467466041,0.516974494,0.428634522,0.812913486,0.608599664,0.493507976,0.405930385,0.596831932,0.292996976,0.283327014,0.223667491
1.286170426,1.230445956,0.81573351,0.970598737,0.812609442,0.829104422,0.445138006,0.542614184,0.463176661,0.703355901,0.535645692,0.540998825,0.498792442,0.559722864,0.276084066,0.303648986,0.257516201
1.124315288,1.093059377,0.704795979,0.85427698,0.703884049,0.729256605,0.39735377,0.500975675,0.4294,0.60357644,0.439687138,0.466453,0.409331111,0.464595567,0.23888986,0.272428566,0.232034338
1.024309774,0.970579734,0.631606854,0.755369434,0.621218405,0.645915673,0.37041311,0.463673448,0.409352559,0.528999881,0.387039349,0.401291831,0.340482396,0.400346939,0.21759808,0.247524767,0.203208915
0.906010532,0.820401376,0.57541802,0.662357388,0.563257669,0.556185033,0.344683368,0.422053711,0.380779757,0.444790151,0.348052866,0.34610468,0.299701625,0.337237911,0.198906737,0.224870311,0.185487959
0.778903258,0.645497982,0.510285071,0.55145926,0.463926335,0.450627207,0.302759,0.367629419,0.332311436,0.356459013,0.296487203,0.282328982,0.248243161,0.265420013,0.168114639,0.192658106,0.162236494
0.630625878,0.490421304,0.417193621,0.445104939,0.373133211,0.346372685,0.253004042,0.315236402,0.297975709,0.269799047,0.229533361,0.217651316,0.188391482,0.201099378,0.133196115,0.160096064,0.135009009
0.521410143,0.399927436,0.342217185,0.377319225,0.303670863,0.281838804,0.215630372,0.276267931,0.255546474,0.207666491,0.174673206,0.169824044,0.142651804,0.159526088,0.107363432,0.133680876,0.109658105
0.457396356,0.359186095,0.303924361,0.343587315,0.273614508,0.247792091,0.196258758,0.253340231,0.2326752,0.171220948,0.145818702,0.141565026,0.115024376,0.133126577,0.09217068,0.115667941,0.093761398
0.433275234,0.343428965,0.291904946,0.331477584,0.257335731,0.234729712,0.189151116,0.241789653,0.212883907,0.151705603,0.134969655,0.126188991,0.098915708,0.118820418,0.086597707,0.105328271,0.083410315
0.428912851,0.33869354,0.289281447,0.328529122,0.251834334,0.226740767,0.187309593,0.238579775,0.2082494,0.143860103,0.131108612,0.119318707,0.090208631,0.112926938,0.084447172,0.099980739,0.077238124
0.43472969,0.344063508,0.292156089,0.341246155,0.247603479,0.228695145,0.188053626,0.243391338,0.2025368,0.14383863,0.132704328,0.119881809,0.085213373,0.11103817,0.084544924,0.09915399,0.073729921
0.487030034,0.398526443,0.30761901,0.394270432,0.268232893,0.256137638,0.19468986,0.264284334,0.210606085,0.165672345,0.143935869,0.136078589,0.087565788,0.127672487,0.089132773,0.107268567,0.074206528
0.631349089,0.600076473,0.357220799,0.488734078,0.297797241,0.371691229,0.217377778,0.299894508,0.22757474,0.259399567,0.176894711,0.169859465,0.105730318,0.202951269,0.105826465,0.124991071,0.083261557
0.754337272,0.713953331,0.451078793,0.529618982,0.333237237,0.444634511,0.268880195,0.317085187,0.23015397,0.335699684,0.245606883,0.200883597,0.133926756,0.248914901,0.140779354,0.136998285,0.091781725
0.741543575,0.620392004,0.554587027,0.533798178,0.328263822,0.378877197,0.326654004,0.321314651,0.231498002,0.309202633,0.324627493,0.207486765,0.140974922,0.210616394,0.181586471,0.141125985,0.090969719
0.730866076,0.57500478,0.58177563,0.527863282,0.342962208,0.356409773,0.334842383,0.322022763,0.2482392,0.304701363,0.340999837,0.215973814,0.151211295,0.202850837,0.184376683,0.14266113,0.093120417
