0.0,-0.0,1.0,211.48
0.0,0.0,1.0,75.2
0.0,0.0,1.0,-30.47
11.1,11.1,1.0,-74.0
11.1,22.2,1.0,-55.33
0.0,20.324117066666666,0.0,-93.72
11.1,31.424117066666668,1.0,-128.81
11.1,42.52411706666667,1.0,-112.54
5.493163433166671,48.01728049983334,1.0,-36.81
11.1,59.11728049983334,1.0,-47.27
0.0,57.241397566500005,0.0,-36.81
0.0,57.241397566500005,1.0,3.36
0.0,57.241397566500005,1.0,0.9
0.0,57.241397566500005,1.0,-0.15
0.0,57.241397566500005,1.0,0.0
0.0,55.60000000000001,0.0,-0.22
0.0,55.60000000000001,1.0,14.71
0.0,55.6,1.0,67.66
0.0,55.6,1.0,0.52
11.1,66.7,1.0,-37.11
11.1,77.8,1.0,-52.12
11.1,88.9,1.0,-119.55
0.0,88.9,1.0,-36.37
11.1,100.0,1.0,-216.03
